frame,mjd,source_id,psf_flux
proc_V842_Her_Light_001.fits,61160.8951534838,1400157934043863808,8661.010294957507
proc_V842_Her_Light_001.fits,61160.8951534838,1399975548255476224,4374.9851121675965
proc_V842_Her_Light_001.fits,61160.8951534838,1403297245898402304,5290.509688895606
proc_V842_Her_Light_001.fits,61160.8951534838,1403477355351542528,12436.554323093744
proc_V842_Her_Light_001.fits,61160.8951534838,1403364865863539840,4430.762275114122
proc_V842_Her_Light_001.fits,61160.8951534838,1399975689990591872,1654.7535468125943
proc_V842_Her_Light_001.fits,61160.8951534838,1399450879346791424,7627.50213774146
proc_V842_Her_Light_001.fits,61160.8951534838,1400276990536525312,6850.5120356495545
proc_V842_Her_Light_001.fits,61160.8951534838,1399341443580439040,1823.162170440689
proc_V842_Her_Light_001.fits,61160.8951534838,1423272966993683712,9847.460980689739
proc_V842_Her_Light_001.fits,61160.8951534838,1403076622018971264,1164818.8025446723
proc_V842_Her_Light_001.fits,61160.8951534838,1423448064220253696,113991.99427619118
proc_V842_Her_Light_001.fits,61160.8951534838,1403662180680268800,109874.56341909071
proc_V842_Her_Light_001.fits,61160.8951534838,1423515237508852224,146284.20365725603
proc_V842_Her_Light_001.fits,61160.8951534838,1404430808027972352,54655.25003328282
proc_V842_Her_Light_001.fits,61160.8951534838,1423504723428898816,41731.29606216789
proc_V842_Her_Light_001.fits,61160.8951534838,1424387528186760704,33247.86796909259
proc_V842_Her_Light_001.fits,61160.8951534838,1399963969023660544,10085.55823058916
proc_V842_Her_Light_001.fits,61160.8951534838,1424342272115487488,21321.037452066255
proc_V842_Her_Light_001.fits,61160.8951534838,1404256982110853120,25341.07951392101
proc_V842_Her_Light_001.fits,61160.8951534838,1400578669039571200,18594.45526748818
proc_V842_Her_Light_001.fits,61160.8951534838,1400184734639412992,9573.005831104458
proc_V842_Her_Light_001.fits,61160.8951534838,1399981977822706432,1789.2091446640725
proc_V842_Her_Light_001.fits,61160.8951534838,1403668674670840192,7165.037150724102
proc_V842_Her_Light_001.fits,61160.8951534838,1403947744465714304,4328.182365128199
proc_V842_Her_Light_001.fits,61160.8951534838,1404129954158390272,158116.15288582764
proc_V842_Her_Light_001.fits,61160.8951534838,1403162624443914240,36614.915561443326
proc_V842_Her_Light_001.fits,61160.8951534838,1403664860739877504,71539.83013248525
proc_V842_Her_Light_001.fits,61160.8951534838,1424347327292816128,42309.946284085505
proc_V842_Her_Light_001.fits,61160.8951534838,1423159438121916928,38031.20445524508
proc_V842_Her_Light_001.fits,61160.8951534838,1427681768103141632,35299.27161437242
proc_V842_Her_Light_001.fits,61160.8951534838,1403392525452934656,30901.7453462198
proc_V842_Her_Light_001.fits,61160.8951534838,1399374940029099008,33057.328215950256
proc_V842_Her_Light_001.fits,61160.8951534838,1403201554027480832,3336.064331889045
proc_V842_Her_Light_001.fits,61160.8951534838,1411172016896259072,27379.773847029315
proc_V842_Her_Light_001.fits,61160.8951534838,1399399271019776512,21508.03218024305
proc_V842_Her_Light_001.fits,61160.8951534838,1423234655885798912,20128.82840066368
proc_V842_Her_Light_001.fits,61160.8951534838,1403842638025581952,24728.109536948363
proc_V842_Her_Light_001.fits,61160.8951534838,1403293706845331968,3924.102646773259
proc_V842_Her_Light_001.fits,61160.8951534838,1399949851467346432,7515.543549514678
proc_V842_Her_Light_001.fits,61160.8951534838,1424667938012048896,18659.231768593756
proc_V842_Her_Light_001.fits,61160.8951534838,1402929970359577344,-768.8954409695812
proc_V842_Her_Light_001.fits,61160.8951534838,1402999621845002752,1352.422614907397
proc_V842_Her_Light_001.fits,61160.8951534838,1403477084769298688,17483.64711923113
proc_V842_Her_Light_001.fits,61160.8951534838,1400231154645531392,10620.719324311756
proc_V842_Her_Light_001.fits,61160.8951534838,1400478682200658944,6541.8414831776945
proc_V842_Her_Light_001.fits,61160.8951534838,1403128986259887360,6444.280876487706
proc_V842_Her_Light_001.fits,61160.8951534838,1399389787731898880,6324.328056771874
proc_V842_Her_Light_001.fits,61160.8951534838,1400464281174584320,5948.602807507787
proc_V842_Her_Light_001.fits,61160.8951534838,1399451326023390720,156841.97150303796
proc_V842_Her_Light_001.fits,61160.8951534838,1424368149294685952,151406.16566767023
proc_V842_Her_Light_001.fits,61160.8951534838,1424686629709113856,82388.88907592313
proc_V842_Her_Light_001.fits,61160.8951534838,1423641406468543488,62653.10281612847
proc_V842_Her_Light_001.fits,61160.8951534838,1403128436504439552,56939.05154457809
proc_V842_Her_Light_001.fits,61160.8951534838,1424490057646201088,9677.827569992029
proc_V842_Her_Light_001.fits,61160.8951534838,1403726364670828800,36168.739287423305
proc_V842_Her_Light_001.fits,61160.8951534838,1427685753832960256,29539.18385146483
proc_V842_Her_Light_001.fits,61160.8951534838,1403042498502302208,5769.353041003385
proc_V842_Her_Light_001.fits,61160.8951534838,1400079009724352256,5754.689694939496
proc_V842_Her_Light_001.fits,61160.8951534838,1424502873828631040,4407.387582873972
proc_V842_Her_Light_001.fits,61160.8951534838,1424508852423135488,8033.9060599135955
proc_V842_Her_Light_001.fits,61160.8951534838,1424314990482951680,12776.640170031058
proc_V842_Her_Light_001.fits,61160.8951534838,1403487113516694528,13657.723796399612
proc_V842_Her_Light_001.fits,61160.8951534838,1403742131495464192,7684.706401851232
proc_V842_Her_Light_001.fits,61160.8951534838,1403592048158281728,6668.163774673977
proc_V842_Her_Light_001.fits,61160.8951534838,1400349489584269312,5555.421074838387
proc_V842_Her_Light_001.fits,61160.8951534838,1403094416066972672,3238.182251851449
proc_V842_Her_Light_001.fits,61160.8951534838,1423526301344646912,9026.955099041475
proc_V842_Her_Light_001.fits,61160.8951534838,1424367629602395392,14186.930336576152
proc_V842_Her_Light_001.fits,61160.8951534838,1423174354544448000,7059.9870127918575
proc_V842_Her_Light_001.fits,61160.8951534838,1404179363461795328,4534.866482371071
proc_V842_Her_Light_001.fits,61160.8951534838,1400589767235049472,190714.2145182566
proc_V842_Her_Light_001.fits,61160.8951534838,1403499521678894080,88857.78468454973
proc_V842_Her_Light_001.fits,61160.8951534838,1403525154043336192,46798.896390624504
proc_V842_Her_Light_001.fits,61160.8951534838,1400240741012505344,40608.13939862876
proc_V842_Her_Light_001.fits,61160.8951534838,1404186441567885312,36271.29903248425
proc_V842_Her_Light_001.fits,61160.8951534838,1402998865931066112,3559.0240438937026
proc_V842_Her_Light_001.fits,61160.8951534838,1403593358124294272,45661.48224251679
proc_V842_Her_Light_001.fits,61160.8951534838,1403909776954751232,37811.60539771789
proc_V842_Her_Light_001.fits,61160.8951534838,1424338737358227712,34507.98925725358
proc_V842_Her_Light_001.fits,61160.8951534838,1403067581111308032,10141.95251038816
proc_V842_Her_Light_001.fits,61160.8951534838,1404111537338601472,11149.808418377097
proc_V842_Her_Light_001.fits,61160.8951534838,1400011419822331136,1319.4784430625123
proc_V842_Her_Light_001.fits,61160.8951534838,1424430890176709632,6873.811869737514
proc_V842_Her_Light_001.fits,61160.8951534838,1403661974521833728,15341.812313323435
proc_V842_Her_Light_001.fits,61160.8951534838,1403212686582731008,3920.043474233197
proc_V842_Her_Light_001.fits,61160.8951534838,1403202786681691392,655.6581627783377
proc_V842_Her_Light_001.fits,61160.8951534838,1424475931498480128,10719.6047910622
proc_V842_Her_Light_001.fits,61160.8951534838,1400546130367666432,9006.165364185516
proc_V842_Her_Light_001.fits,61160.8951534838,1400076084850863104,2163.874121077773
proc_V842_Her_Light_001.fits,61160.8951534838,1423489295906404864,6969.0501633972435
proc_V842_Her_Light_001.fits,61160.8951534838,1423440539437564928,9718.595751240937
proc_V842_Her_Light_001.fits,61160.8951534838,1403101601548355840,1200.894459237115
proc_V842_Her_Light_001.fits,61160.8951534838,1399952187929526016,1053.037395957026
proc_V842_Her_Light_001.fits,61160.8951534838,1399331238738134784,8607.291481432869
proc_V842_Her_Light_001.fits,61160.8951534838,1399954352593040512,450.89720945350996
proc_V842_Her_Light_001.fits,61160.8951534838,1400233800345352192,268576.1657103711
proc_V842_Her_Light_001.fits,61160.8951534838,1404111709137290240,12565.013365548253
proc_V842_Her_Light_001.fits,61160.8951534838,1424310562372790784,87925.19830025677
